,metric_id,trial 1,trial 2,trial 3
0,BASELINE_FORCE_Asym_N,-8.181943699518342,-8.925664297062598,-18.732771271544895
1,BASELINE_FORCE_Left_N,362.48508180943213,343.48508180943213,334.48508180943213
2,BASELINE_FORCE_Right_N,332.8267564966314,312.8267564966314,271.8267564966314
3,BASELINE_FORCE_Trial_N,695.3118383060635,656.3118383060635,606.3118383060635
4,BW_NET_FORCE_AT_100MS_Trial_N,226.04554630606356,220.04554630606356,168.04554630606356
5,BW_NET_FORCE_AT_150MS_Trial_N,266.04554630606356,296.04554630606356,284.04554630606356
6,BW_NET_FORCE_AT_200MS_Trial_N,290.04554630606356,364.04554630606356,382.04554630606356
7,BW_NET_FORCE_AT_50MS_Trial_N,190.04554630606356,158.04554630606356,109.04554630606356
8,BW_NET_FORCE_PEAK_Trial_N,478.04554630606356,731.0455463060636,863.0455463060636
9,FORCE_AT_100MS_Asym_N,-5.787787674583831,-8.785712543001432,-24.634706707938395
10,FORCE_AT_100MS_Left_N,391.48508180943213,394.48508180943213,400.48508180943213
11,FORCE_AT_100MS_Right_N,368.8267564966314,359.8267564966314,301.8267564966314
12,FORCE_AT_100MS_Trial_N,760.3118383060635,754.3118383060635,702.3118383060635
13,FORCE_AT_150MS_Asym_N,-6.914199465923597,-5.768230603142576,-18.348737538830985
14,FORCE_AT_150MS_Left_N,414.48508180943213,427.48508180943213,450.48508180943213
15,FORCE_AT_150MS_Right_N,385.8267564966314,402.8267564966314,367.8267564966314
16,FORCE_AT_150MS_Trial_N,800.3118383060635,830.3118383060635,818.3118383060635
17,FORCE_AT_200MS_Asym_N,-6.71965480977978,-6.183224970460642,-16.548707523628757
18,FORCE_AT_200MS_Left_N,426.48508180943213,463.48508180943213,499.48508180943213
19,FORCE_AT_200MS_Right_N,397.8267564966314,434.8267564966314,416.8267564966314
20,FORCE_AT_200MS_Trial_N,824.3118383060635,898.3118383060635,916.3118383060635
21,FORCE_AT_50MS_Asym_N,-6.584594823819674,-8.481214538464194,-21.542729292152586
22,FORCE_AT_50MS_Left_N,374.48508180943213,361.48508180943213,360.48508180943213
23,FORCE_AT_50MS_Right_N,349.8267564966314,330.8267564966314,282.8267564966314
24,FORCE_AT_50MS_Trial_N,724.3118383060635,692.3118383060635,643.3118383060635
25,ISO_ABS_IMPULSE_100_Asym_Ns,-6.830069138693418,-8.611545322194052,-21.82815617855797
26,ISO_ABS_IMPULSE_100_Left_Ns,37.49350818098905,36.437508180987756,36.218508180987484
27,ISO_ABS_IMPULSE_100_Right_Ns,34.93267564970583,33.29967564970383,28.31267564969774
28,ISO_ABS_IMPULSE_100_Trial_Ns,72.42618383069487,69.73718383069155,64.53118383068522
29,ISO_ABS_IMPULSE_150_Asym_Ns,-6.805993267647324,-8.302982585993043,-21.805002411159467
30,ISO_ABS_IMPULSE_150_Left_Ns,57.68076227148533,57.048762271484534,57.38476227148494
31,ISO_ABS_IMPULSE_150_Right_Ns,53.75501347456038,52.312013474558604,44.87201347454952
32,ISO_ABS_IMPULSE_150_Trial_Ns,111.4357757460457,109.36077574604312,102.25677574603449
33,ISO_ABS_IMPULSE_200_Asym_Ns,-6.838168003184833,-7.5907388065985755,-20.557383585030667
34,ISO_ABS_IMPULSE_200_Left_Ns,78.7150163619826,79.17101636198316,81.17601636198566
35,ISO_ABS_IMPULSE_200_Right_Ns,73.3323512994158,73.1613512994156,64.48835129940501
36,ISO_ABS_IMPULSE_200_Trial_Ns,152.04736766139848,152.33236766139876,145.66436766139068
37,ISO_ABS_IMPULSE_50_Asym_Ns,-7.059166370993773,-9.183993451701172,-19.38674316355904
38,ISO_ABS_IMPULSE_50_Left_Ns,18.386254090494077,17.562254090493067,17.176254090492595
39,ISO_ABS_IMPULSE_50_Right_Ns,17.088337824852452,15.949337824851062,13.846337824848492
40,ISO_ABS_IMPULSE_50_Trial_Ns,35.47459191534654,33.511591915344134,31.0225919153411
41,ISO_ABS_IMPULSE_75_Asym_Ns,-6.900066480223763,-8.838404890167743,-20.57660903959708
42,ISO_ABS_IMPULSE_75_Left_Ns,27.444896053931533,26.426896053930285,26.03789605392981
43,ISO_ABS_IMPULSE_75_Right_Ns,25.55117998078195,24.091179980780165,20.680179980775996
44,ISO_ABS_IMPULSE_75_Trial_Ns,52.996076034713475,50.51807603471043,46.7180760347058
45,ISO_BM_REL_FORCE_100_Trial_N/kg,13.95579732573538,13.845665167145071,12.8911864593624
46,ISO_BM_REL_FORCE_150_Trial_N/kg,14.690011716337436,15.240672509288977,15.020408192108361
47,ISO_BM_REL_FORCE_200_Trial_N/kg,15.13054035069867,16.488836973312473,16.8192334490834
48,ISO_BM_REL_FORCE_50_Trial_N/kg,13.29500437419353,12.707632861711884,11.808220233224366
49,ISO_BM_REL_FORCE_PEAK_Trial_N/kg,18.581347986528332,23.225254007086335,25.64816149607312
50,ISO_BW_REL_FORCE_PEAK_Trial_,1.8947701800847725,2.3683168061556534,2.6153846110621997
51,ISO_NET_IMPULSE_100_Trial_Ns,18.999554630629575,16.31055463062629,11.104554630619925
52,ISO_NET_IMPULSE_150_Trial_Ns,31.29583194594778,29.220831945945243,22.11683194593656
53,ISO_NET_IMPULSE_200_Trial_Ns,45.19410926126798,45.479109261268334,38.81110926126016
54,ISO_NET_IMPULSE_50_Trial_Ns,8.761277315313885,6.798277315311485,4.309277315308443
55,ISO_NET_IMPULSE_75_Trial_Ns,13.460370426665152,10.982370426662124,7.182370426657479
56,NET_FORCE_AT_100MS_Asym_N,19.444444444444446,-7.8431372549019605,-54.54545454545454
