resultId,value,time,limb,repeat,definition_id,result_key,description,name,unit,repeatable,asymmetry
13107234,1815.9999999977802,48.886,Right,0,13107234,RFD_AT_250MS,Rate of force development over 250ms from start of movement,RFD - 250ms,Newton Per Second,False,True
13107234,20.925110132158565,48.886,Asym,0,13107234,RFD_AT_250MS,Rate of force development over 250ms from start of movement,RFD - 250ms,Newton Per Second,False,True
13107235,3279.9999999959937,48.836,Trial,0,13107235,RFD_100_200MS,Rate of force development from 100ms to 200ms after start of movement,RFD - 100-200ms,Newton Per Second,False,True
13107235,1669.999999997959,48.836,Left,0,13107235,RFD_100_200MS,Rate of force development from 100ms to 200ms after start of movement,RFD - 100-200ms,Newton Per Second,False,True
13107235,1609.9999999980323,48.836,Right,0,13107235,RFD_100_200MS,Rate of force development from 100ms to 200ms after start of movement,RFD - 100-200ms,Newton Per Second,False,True
13107235,-3.592814371257492,48.836,Asym,0,13107235,RFD_100_200MS,Rate of force development from 100ms to 200ms after start of movement,RFD - 100-200ms,Newton Per Second,False,True
13107236,34.30450338838817,48.636,Trial,0,13107236,ISO_NET_IMPULSE_50,Impulse above bodyweight over the first 50ms from start of movement,Impulse (Net of BW) - 50ms,Newton Second,False,False
13107237,53.191505014817444,48.636,Trial,0,13107237,ISO_NET_IMPULSE_75,Impulse above bodyweight over the first 75ms from start of movement,Impulse (Net of BW) - 75ms,Newton Second,False,False
13107238,75.57400677678481,48.636,Trial,0,13107238,ISO_NET_IMPULSE_100,Impulse above bodyweight over the first 100ms from start of movement,Impulse (Net of BW) - 100ms,Newton Second,False,False
13107239,127.60851016519463,48.636,Trial,0,13107239,ISO_NET_IMPULSE_150,Impulse above bodyweight over the first 150ms from start of movement,Impulse (Net of BW) - 150ms,Newton Second,False,False
13107240,186.49101355361287,48.636,Trial,0,13107240,ISO_NET_IMPULSE_200,Impulse above bodyweight over the first 200ms from start of movement,Impulse (Net of BW) - 200ms,Newton Second,False,False
13107241,742.7500677669248,48.686,Trial,0,13107241,BW_NET_FORCE_AT_50MS,Net vertical force w.r.t. bodyweight at 50ms after start of movement,Force (Net of BW) at 50ms,Newton,False,False
13107242,934.7500677669245,48.736,Trial,0,13107242,BW_NET_FORCE_AT_100MS,Net vertical force w.r.t. bodyweight at 100ms after start of movement,Force (Net of BW) at 100ms,Newton,False,False
13107243,1125.7500677669248,48.786,Trial,0,13107243,BW_NET_FORCE_AT_150MS,Net vertical force w.r.t. bodyweight at 150ms after start of movement,Force (Net of BW) at 150ms,Newton,False,False
13107244,1262.7500677669248,48.836,Trial,0,13107244,BW_NET_FORCE_AT_200MS,Net vertical force w.r.t. bodyweight at 200ms after start of movement,Force (Net of BW) at 200ms,Newton,False,False
13107245,3019.750067766925,51.554,Trial,0,13107245,BW_NET_FORCE_PEAK,Net peak vertical force w.r.t. bodyweight,Peak Vertical Force (Net of BW),Newton,False,False
